,1,2,3,Adult,C,Child,Dead,Old,Q,S,Survived,Teen,Unknown,female,male,nan
408,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
409,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
410,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
411,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
412,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
413,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
414,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
415,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
416,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
417,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
418,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
419,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
420,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
421,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
422,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
423,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
424,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
425,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
426,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
427,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
428,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
429,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
430,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
431,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True
432,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
433,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
434,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
435,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
436,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
437,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
438,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
439,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
440,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
441,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
442,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
443,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
444,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True
445,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
446,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
447,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
448,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
449,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
450,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
451,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
452,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
453,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
454,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
455,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False
456,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
457,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True
458,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
459,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
460,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
461,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
462,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
463,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
464,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
465,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
466,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
467,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
468,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
469,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
470,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
471,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
472,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
473,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False
474,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
475,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
476,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
477,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
478,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
479,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
480,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
481,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
482,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
483,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False
484,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
485,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
486,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
487,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
488,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
489,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
490,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
491,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
492,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
493,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
494,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
495,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
496,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
497,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
498,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
499,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
500,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
501,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
502,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
503,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
504,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
505,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
506,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
507,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
508,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
509,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
510,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
511,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
512,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
513,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
514,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
515,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
516,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
517,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
518,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
519,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
520,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
521,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
522,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
523,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
524,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
525,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
526,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
527,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
528,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
529,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
530,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
531,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
532,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
533,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
534,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
535,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
536,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
537,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
538,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
539,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
540,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
541,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
542,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
543,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
544,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
545,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
546,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
547,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
548,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
549,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
550,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
551,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
552,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
553,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False
554,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
555,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
556,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
557,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
558,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
559,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
560,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
561,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
562,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
563,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
564,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
565,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
566,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
567,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
568,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
569,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
570,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
571,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
572,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
573,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
574,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
575,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
576,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
577,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
578,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
579,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
580,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
581,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
582,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
583,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
584,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
585,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
586,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
587,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
588,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
589,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
590,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
591,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
592,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
593,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
594,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
595,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
596,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True
597,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
598,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
599,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
600,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
601,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
602,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
603,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
604,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
605,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
606,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
607,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
608,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False
609,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
610,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
611,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
612,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
613,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
614,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
615,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
616,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
617,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
618,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
619,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
620,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
621,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
622,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
623,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
624,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
625,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
626,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False
627,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
628,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
629,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
630,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
631,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
632,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
633,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
634,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
635,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
636,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
637,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
638,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
639,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
640,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
641,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
642,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
643,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True
644,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
645,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
646,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
647,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
648,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
649,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
650,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
651,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
652,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
653,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
654,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
655,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
656,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
657,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
658,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
659,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
660,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
661,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
662,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
663,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
664,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False
665,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
666,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
667,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
668,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
669,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True
670,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
671,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
672,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
673,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
674,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
675,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
676,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
677,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False
678,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
679,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
680,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
681,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
682,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
683,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
684,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
685,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
686,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
687,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
688,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
689,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
690,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
691,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
692,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True
693,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
694,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
695,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
696,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
697,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
698,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
699,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
700,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
701,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
702,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
703,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
704,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
705,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
706,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
707,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
708,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
709,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
710,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
711,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
712,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
713,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
714,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
715,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
716,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
717,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
718,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
719,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
720,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
721,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
722,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
723,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
724,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
725,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
726,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
727,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
728,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
729,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
730,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
731,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
732,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
733,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
734,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
735,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
736,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
737,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
738,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
739,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
740,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
741,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
742,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
743,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
744,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
745,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
746,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
747,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
748,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
749,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
750,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
751,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
752,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
753,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
754,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
755,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True
756,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
757,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
758,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
759,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
760,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
761,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
762,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
763,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
764,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
765,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
766,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
767,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False
768,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
769,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
770,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
771,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
772,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False
773,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
774,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False
775,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
776,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
777,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
778,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
779,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
780,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
781,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
782,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
783,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
784,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
785,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
786,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False
787,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
788,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True
789,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
790,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
791,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
792,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
793,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
794,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
795,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
796,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
797,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
798,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
799,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
800,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
801,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
802,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False
803,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
804,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
805,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
806,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
807,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
808,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
809,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
810,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
811,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
812,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
813,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
814,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
815,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
816,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
817,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
